Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Genre
Animals As Leaders,Tempting Time,36,0.248,0.931,1,-5.143,0,0.0642,2.42E-05,0.84,0.168,0.124,110.047,323936,3,8
Animals As Leaders,Cafo,50,0.399,0.94,4,-6.686,1,0.0915,1.70E-05,0.815,0.348,0.132,154.999,401120,3,8
Animals As Leaders,Physical Education,52,0.57,0.945,1,-5.665,0,0.0567,0.00017,0.827,0.0543,0.53,114.987,280956,4,8
Animals As Leaders,An Infinite Regression,43,0.404,0.903,2,-6.237,1,0.108,0.000123,0.812,0.138,0.352,131.768,205853,5,8
"Anja Lechner, François Couturier",Flow,39,0.249,0.0387,1,-25.66,0,0.0453,0.992,0.907,0.0747,0.0511,117.595,6.33555,4,7
Anki,My Head,33,0.509,0.952,8,-2.857,1,0.0679,0.0434,0.000401,0.0732,0.622,110.031,270545,4,10
"Ankit Tiwari, Leena Bose","Tum Se Hi (From ""Sadak 2"")",60,0.555,0.588,10,-8.555,0,0.0384,0.443,4.40E-06,0.129,0.41,91.972,4.716666667,4,3
Anna Zak,◊õ◊ú ◊î◊ó◊ë◊®◊ô◊ù ◊©◊ú◊ö,41,0.725,0.704,5,-6.522,0,0.111,0.227,0.000244,0.19,0.575,140.014,165817,4,5
Anna Zak,Hola Mamacita,33,0.696,0.698,1,-6.908,0,0.0439,0.305,5.07E-06,0.112,0.563,119.993,176241,4,9
Anna Zak,◊®◊ï◊ß 2000,39,0.628,0.605,8,-9.014,1,0.0344,0.421,4.34E-06,0.103,0.439,119.904,230029,4,9
Anne M√ºller,Drifting Circles,36,0.801,0.346,7,-14.296,1,0.11,0.957,0.913,0.0989,0.309,137.971,420901,4,1
Annelie,October,48,0.345,0.0562,5,-24.913,0,0.0458,0.979,0.911,0.108,0.0503,86.078,177187,4,1
"Anne-Marie, Little Mix",Kiss My (Uh Oh),75,0.638,0.878,5,-3.639,0,0.0484,0.0151,0.000223,0.308,0.481,103.948,2.94666667,4,9
Anni Piper,Love's Truly Blind,32,0.639,0.422,11,-9.385,1,0.0263,0.272,9.98E-05,0.124,0.321,105.015,207640,3,2
Annie Lennox,I Put A Spell On You,65,0.563,0.383,2,-7.544,0,0.0322,0.283,2.59E-06,0.127,0.357,173.984,210520,3,10
Annie Taylor,Where The Grass Is Greener,25,0.625,0.728,9,-8.276,1,0.0263,0.0553,0.466,0.129,0.868,110.005,221389,4,1
Annie Taylor,Where The Grass Is Greener,25,0.625,0.728,9,-8.276,1,0.0263,0.0553,0.466,0.129,0.868,110.005,221389,4,6
Annie Taylor,Telephone,31,0.422,0.809,11,-6.389,0,0.0438,0.000118,0.902,0.149,0.728,174.92,168901,4,10
Annie Taylor,Where The Grass Is Greener,25,0.625,0.728,9,-8.276,1,0.0263,0.0553,0.466,0.129,0.868,110.005,221389,4,10
Annihilator,Phoenix Rising,47,0.598,0.76,2,-5.822,0,0.0295,0.0107,1.07E-05,0.343,0.164,120.488,228547,4,8
Annihilator,Armed To The Teeth,43,0.362,0.974,1,-4.481,0,0.105,4.40E-05,0.0149,0.231,0.521,199.999,266015,4,8
Annihilator,Dressed Up For Evil,27,0.479,0.987,6,-4.297,1,0.0896,2.42E-05,0.123,0.834,0.439,129.974,280865,4,8
Annihilator,Alison Hell,50,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886,301053,4,8
"Anonymous, Mischa Maisky, Pavel Gililov",Catalan Folksong - arr. Pablo Casals (1876-1973),34,0.194,0.061,9,-25.181,0,0.0519,0.991,0.596,0.0799,0.044,88.571,3.229333333,1,7
Anorak Patch,Blue Jeans,27,0.191,0.91,7,-8.936,1,0.0476,1.52E-05,0.0488,0.131,0.136,174.929,220355,4,10
Another Now,Trojan,38,0.533,0.972,11,-5.913,0,0.254,0.00041,1.04E-05,0.336,0.117,130.071,196880,4,8
Another Now,Outflow,31,0.478,0.9,11,-6.973,0,0.0857,0.000694,0.00159,0.425,0.192,105.047,206857,4,8
Another Now,Trojan,38,0.533,0.972,11,-5.913,0,0.254,0.00041,1.04E-05,0.336,0.117,130.071,196880,4,10
Anoushka Shankar,Naked,48,0.155,0.0923,2,-17.707,1,0.0398,0.875,0.603,0.126,0.0384,80.869,4.28245,4,0
Anoushka Shankar,Lasya,34,0.661,0.446,7,-10.972,1,0.036,0.884,0.513,0.073,0.399,116,278520,4,6
Anson Seabra,"It's Raining, It's Pouring",70,0.598,0.444,2,-8.683,0,0.0327,0.68,1.94E-05,0.142,0.286,113.919,183090,4,9
"Antônio Carlos Jobim, Sharon Isbin",Jobim: Road to the Sun,48,0.356,0.0145,2,-31.366,1,0.0526,0.991,0.922,0.0945,0.196,78.685,2.533333333,3,7
Antariksh,Quest,27,0.305,0.8,11,-7.152,1,0.0435,0.000908,0.00631,0.0693,0.273,114.007,374689,4,8
AnTgry,DAILY ILLEGAL ANIME CONSUMPTION PT.1,39,0.814,0.575,5,-7.234,1,0.268,0.173,0.53,0.105,0.778,118.041,142373,4,6
Anthrax,Got The Time,58,0.371,0.973,10,-5.303,0,0.135,0.000641,0.00163,0.0423,0.444,127.721,164333,4,8
Anthrax,Madhouse,61,0.329,0.885,9,-10.661,1,0.0904,0.0242,0.00433,0.735,0.481,163.538,259760,4,8
"Antonín Dvořák, Alisa Weilerstein, Anna Polonsky","Silent Woods, Op.68/5 - version for Cello and Piano: Silent Woods",32,0.166,0.0286,6,-28.399,1,0.0389,0.977,0.931,0.103,0.0517,91.62,5.063333333,4,7
"Antonín Dvořák, Busch Trio, Maria Milstein, Miguel Da Silva","Bagatelles, Op. 47: IV. Canon (Andante con moto)",23,0.121,0.0825,4,-24.735,1,0.0537,0.935,0.662,0.107,0.0735,75.31,2.395333333,3,7
"Antonín Dvořák, Chilingirian Quartet","String Quartet No. 12 in F Major, ""American"", Op. 96: II. Lento",29,0.1,0.0463,2,-24.053,0,0.0474,0.912,0.761,0.11,0.097,176.625,6.416666667,5,7
"Antonín Dvořák, Kian Soltani, Staatskapelle Berlin, Cellists","From the Bohemian Forest, Op. 68, B. 133: V. Silent Woods (Arr. Niefind & Ribke For Solo Cello and Cello Ensemble)",23,0.0921,0.04,1,-26.075,1,0.0473,0.926,0.84,0.125,0.0389,85.38,5.978216667,4,7
"Antonín Dvořák, Rudolf Kempe, Munich Philharmonic Orchestra","Serenade for Strings in E Major, Op. 22, B. 52: I. Moderato",22,0.13,0.0941,4,-21.2,1,0.0402,0.55,0.826,0.483,0.107,86.911,4.51445,4,7
"Antonín Dvořák, Tamsin Waley-Cohen, Huw Watkins","4 Romantic Pieces, B.150: I. Allegro moderato",32,0.208,0.0314,10,-26.419,1,0.0466,0.994,0.542,0.103,0.0694,96.712,3.485116667,4,7
"Antonio Vivaldi, Accademia I Filarmonici, Alberto Martini","Concerto for Strings in G Minor, RV 153: II. Andante",23,0.119,0.0425,7,-25.683,0,0.0538,0.905,0.351,0.158,0.106,176.675,2.229333333,3,7
"Antonio Vivaldi, Andrew Watkinson, City of London Sinfonia, Nicholas Kraemer","Violin Concerto in B-Flat Major, Op. 4, No. 1, RV 383a: II. Largo",23,0.221,0.0773,10,-24.881,1,0.0408,0.925,0.00577,0.127,0.0944,84.594,2.728883333,4,7
"Antonio Vivaldi, Harriet Krijgh, Amsterdam Sinfonietta, Candida Thompson","Nisi Dominus, RV 608: 4. Cum dederit dilectis suis (Arr. Cello)",49,0.158,0.0122,7,-27.822,0,0.0458,0.927,0.829,0.0874,0.0394,106.244,5.239783333,3,7
"Antonio Vivaldi, Raphael Wallfisch, City of London Sinfonia, Nicholas Kraemer","Cello Concerto in C Major, RV 398: II. Largo",34,0.352,0.03,9,-23.518,0,0.0401,0.979,0.838,0.109,0.22,114.834,1.75,3,7
"Antonio Vivaldi, Raphael Wallfisch, City of London Sinfonia, Nicholas Kraemer","Cello Concerto in G Major, RV 414: II. Largo",37,0.169,0.0391,4,-24.002,0,0.0397,0.879,0.872,0.122,0.185,88.485,3.468883333,4,7
Antonita Romero,Las Cosas Del Querer (Original Mix),25,0.604,0.67,1,-11.053,1,0.0428,0.767,0.361,0.0948,0.97,100.492,106789,4,9
Anup Ghoshal,Tujhse Naraz Nahin Zindagi - Male Vocals,25,0.569,0.428,7,-12.176,1,0.0327,0.225,2.83E-05,0.0773,0.574,97.97,5.678883333,4,3
"Anuradha Paudwal, Kumar Sanu",Main Duniya Bhula Doonga,50,0.361,0.716,9,-8.219,0,0.0399,0.765,0.00362,0.308,0.648,156.6,5.304883333,3,3
"Anuradha Paudwal, Udit Narayan",Mujhe Neend Na Aaye,45,0.489,0.669,11,-10.788,0,0.0511,0.819,0.0206,0.281,0.713,149.928,6.226216667,4,3
"Anuradha Paudwal, Udit Narayan",Hum Pyar Karne Wale,37,0.359,0.562,1,-11.706,1,0.0434,0.877,0.00506,0.0837,0.519,92.685,6.954666667,4,3
Anvil,Nabbed in Nebraska,29,0.53,0.946,4,-4.387,0,0.126,0.000105,0.000445,0.328,0.369,120.006,273480,4,8
Anz,Unravel in the Designated Zone,41,0.733,0.762,3,-6.516,0,0.068,0.000433,0.901,0.384,0.749,130.005,288000,4,1
Anz,Unravel in the Designated Zone,41,0.733,0.762,3,-6.516,0,0.068,0.000433,0.901,0.384,0.749,130.005,288000,4,6
ÌöåÏÇ¨AUTO,Age.Of.Aquarius,27,0.495,0.677,11,-13.135,1,0.159,0.0627,0.84,0.103,0.244,170.052,209722,4,6
Aortah,OYA,37,0.786,0.722,5,-9.029,0,0.0616,0.0481,0.00132,0.111,0.566,98.008,178776,4,9
APE,I Trusted U,11,0.693,0.577,7,-7.165,0,0.0281,0.268,0.000209,0.308,0.547,96.975,183810,4,6
Aphex Twin,Avril 14th,64,0.558,0.0259,8,-30.016,1,0.0458,0.996,0.871,0.0969,0.37,157.811,125520,4,1
Apifera,Overstand,26,0.275,0.226,9,-13.756,1,0.0368,0.955,0.957,0.149,0.163,135.676,142967,4,6
Apocalyptica,Live or Die (feat. Joakim Brod√©n),52,0.531,0.939,7,-4.886,1,0.0522,0.000456,0.0753,0.162,0.393,128.047,224165,4,8
Apocalyptica,En Route To Mayhem,37,0.396,0.909,7,-6.522,0,0.0568,0.000615,0.873,0.0905,0.211,100.074,328149,4,8
Apoorva Krishna,Tinky Winky,13,0.293,0.877,7,-4.172,1,0.0486,0.0849,0.392,0.0787,0.87,171.47,317784,4,6
Apoorva Krishna,Blossom,14,0.309,0.307,8,-9.591,1,0.0335,0.869,0.808,0.345,0.0392,103.553,358000,4,6
Apoorva Krishna,Transcend,12,0.582,0.579,8,-7.053,1,0.0683,0.398,0.716,0.0587,0.494,127.034,577000,4,6
Apoorva Krishna,Valencia,13,0.61,0.712,5,-6.822,1,0.0408,0.135,0.483,0.175,0.349,99.975,294999,5,6
"Apoorva Krishna, Shankar Mahadevan",Rāgamaya,8,0.503,0.785,4,-5.826,1,0.187,0.263,4.07E-06,0.108,0.48,148.045,8.47275,3,0
"Apoorva Krishna, Varijashree Venugopal",Merging Parallels,16,0.507,0.609,4,-7.99,0,0.124,0.698,1.43E-05,0.107,0.497,78.857,3.2,5,0
Aquila Young,Vagabond,32,0.623,0.845,8,-7.485,0,0.0727,0.00114,0.00502,0.126,0.539,117.968,219193,4,2
Aram Zero,Virtuous Tragedy,36,0.413,0.758,7,-9.291,1,0.049,5.85E-05,0.939,0.337,0.198,119.944,246047,4,8
Arca,KLK,52,0.798,0.873,10,-6.732,0,0.0908,0.064,5.17E-05,0.764,0.846,98.017,227402,4,6
Arcade Fire,Ready to Start,58,0.282,0.932,9,-4.701,1,0.0387,0.12,0.0335,0.0692,0.536,190.08,255893,4,1
Arcade Fire,We Used to Wait,48,0.573,0.642,8,-7.239,1,0.0279,0.0734,0.0232,0.105,0.49,120.753,301400,4,1
Arcade Fire,Rebellion (Lies),65,0.401,0.933,8,-5.682,1,0.0344,0.00744,0.627,0.318,0.734,127.193,310893,4,1
Arcade Fire,Dimensions,53,0.218,0.179,3,-24.814,1,0.0397,0.966,0.956,0.0858,0.0383,163.743,339444,4,1
Arcade Fire,Ready to Start,58,0.282,0.932,9,-4.701,1,0.0387,0.12,0.0335,0.0692,0.536,190.08,255893,4,6
Arcade Fire,We Used to Wait,48,0.573,0.642,8,-7.239,1,0.0279,0.0734,0.0232,0.105,0.49,120.753,301400,4,6
Arcade Fire,No Cars Go,57,0.324,0.772,1,-6.95,1,0.0371,0.000609,0.173,0.12,0.291,135.737,343627,4,6
Arcade Fire,Afterlife,58,0.64,0.868,11,-5.527,1,0.0341,0.0986,0.0454,0.242,0.798,115.968,353086,4,6
Arcade Fire,Ready to Start,58,0.282,0.932,9,-4.701,1,0.0387,0.12,0.0335,0.0692,0.536,190.08,255893,4,10
Arcade Fire,Rebellion (Lies),65,0.401,0.933,8,-5.682,1,0.0344,0.00744,0.627,0.318,0.734,127.193,310893,4,10
Arcade Fire,Reflektor,59,0.585,0.717,11,-8.379,0,0.0311,0.0561,0.0148,0.366,0.636,111.563,450984,4,10
Arcadia's Fate,The Only Man on Earth,22,0.467,0.901,11,-4.024,0,0.0755,0.00045,0.000272,0.411,0.223,91.979,206087,4,8
Arcana,Inceptus,41,0.447,0.742,7,-5.015,1,0.0298,0.569,0.0589,0.149,0.214,150.254,389387,4,8
Arch Echo,To the Moon,37,0.479,0.979,2,-3.362,1,0.102,2.68E-05,0.426,0.318,0.495,108.376,252933,4,8
Arch Echo,Strut,33,0.52,0.954,1,-3.882,1,0.0658,0.000736,0.866,0.349,0.609,104.914,272280,4,8
Arch Echo,Stella,29,0.425,0.971,5,-4.978,1,0.137,0.00715,0.0122,0.0866,0.445,164.059,327680,4,8
Arch Enemy,Symphony of Destruction - cover version,23,0.586,0.944,11,-5.508,0,0.0706,0.000179,0.0109,0.133,0.554,136.991,242840,4,8
Arch Enemy,War Eternal,58,0.445,0.98,5,-4.369,0,0.0731,2.45E-05,0.163,0.129,0.285,155.045,256053,4,8
Archetypes Collide,Your Misery,46,0.447,0.913,1,-4.842,1,0.0551,1.02E-05,0.0706,0.0767,0.254,140.055,202286,4,10
archipi√©lagos,minet,32,0.376,0.837,2,-6.927,1,0.0555,7.80E-05,0.199,0.212,0.224,115.859,225335,4,10
Architechs,Body Groove - Mix Mc Version,56,0.872,0.707,1,-7.911,1,0.0513,0.0362,5.59E-06,0.27,0.92,132.955,315533,4,5
Architects,Early Grave,43,0.367,0.979,1,-2.977,1,0.109,7.04E-06,0.00243,0.242,0.176,170.037,212467,4,8
Architects,A Match Made In Heaven,53,0.517,0.977,7,-4.627,1,0.0741,4.97E-05,0.00129,0.105,0.135,121.503,228018,4,8
Architects,Broken Cross,48,0.434,0.956,8,-4.888,1,0.141,3.02E-05,0.000252,0.119,0.174,159.977,232939,4,8
Architects,Dead Butterflies,59,0.433,0.863,3,-4.941,0,0.0565,0.00148,0.00342,0.0931,0.425,125.021,242407,4,8
Architects,Gravedigger,49,0.529,0.943,2,-4.446,1,0.0571,5.11E-05,4.34E-05,0.142,0.226,119.983,245300,4,8
Architects,Doomsday - Piano Reprise,49,0.347,0.127,6,-14.761,0,0.053,0.921,0.000117,0.0793,0.354,164.922,245856,3,10
Architects,Little Wonder,62,0.533,0.967,1,-3.762,0,0.102,0.000232,4.59E-05,0.109,0.477,130.052,227813,4,10
Architects,Meteor,58,0.431,0.957,1,-3.071,0,0.106,0.000214,1.77E-06,0.0718,0.263,136.108,241034,4,10
Architects,Animals,67,0.532,0.759,1,-3.842,0,0.0319,0.000123,0.02,0.073,0.293,95.01,244365,4,10
Arctic Monkeys,Do I Wanna Know?,85,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4,1
Arctic Monkeys,Do I Wanna Know?,85,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4,6
Arctic Monkeys,Why'd You Only Call Me When You're High?,62,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13E-05,0.104,0.8,92.004,2.6854,4,9
Arctic Monkeys,Teddy Picker,66,0.637,0.963,9,-5.116,1,0.0882,0.000286,0.000889,0.0449,0.823,150.1,165000,4,10
Arctic Monkeys,Fluorescent Adolescent,76,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,183893,4,10
Arctic Monkeys,Only Ones Who Know,62,0.29,0.399,7,-10.696,0,0.0338,0.902,0.0019,0.105,0.0965,128.37,184760,5,10
Aretha Franklin,Call Me,46,0.517,0.375,7,-11.527,1,0.0341,0.682,1.28E-06,0.458,0.306,118.391,237067,3,5
Aretha Franklin,Rock Steady,56,0.749,0.752,7,-10.3,1,0.126,0.0108,0.0954,0.235,0.887,104.7,193573,4,5
Aretha Franklin,Until You Come Back to Me (That's What I'm Gonna Do),53,0.664,0.634,2,-6.348,1,0.0349,0.683,3.34E-05,0.221,0.666,93.914,208467,4,5
Aretha Franklin,I Get High,34,0.444,0.406,1,-12.765,0,0.0535,0.119,2.46E-06,0.351,0.411,95.373,251827,4,5
Aretha Franklin,Jump to It,42,0.823,0.611,8,-8.899,0,0.136,0.127,4.08E-06,0.206,0.872,119.569,401267,4,5
Argonaut & Wasp,Dog Days,42,0.78,0.653,2,-7.085,1,0.0311,0.42,0.0316,0.0997,0.527,116.008,215293,4,1
Argonaut & Wasp,Dog Days,42,0.78,0.653,2,-7.085,1,0.0311,0.42,0.0316,0.0997,0.527,116.008,215293,4,6
Argonaut & Wasp,Dog Days,42,0.78,0.653,2,-7.085,1,0.0311,0.42,0.0316,0.0997,0.527,116.008,215293,4,10
Ariana Grande,god is a woman - live,53,0.498,0.836,10,-5.224,0,0.0669,0.158,6.59E-06,0.971,0.279,144.882,3.551133333,4,9
Ariel Posen,Coming Back,33,0.61,0.547,2,-8.05,0,0.0353,0.0911,4.31E-06,0.165,0.618,131.99,178333,4,2
Ariel Posen,Heart by Heart,38,0.637,0.371,7,-13.499,0,0.0432,0.564,0.0063,0.101,0.693,82.965,241725,4,2
Ariel Posen,Fade,30,0.719,0.591,7,-6.855,1,0.0294,0.122,0.000157,0.18,0.573,89.011,250253,4,2
Ariel Segal,◊™◊®◊ê◊ô ◊ê◊ï◊™◊ô,1,0.305,0.373,8,-10.742,0,0.0656,0.889,5.78E-06,0.253,0.343,82.531,170250,5,9
Ariel View,Temporary,37,0.576,0.519,6,-8.847,1,0.0269,0.0839,0.0882,0.266,0.546,110.07,214375,4,10
Arijit Singh,Yeh Fitoor Mera,59,0.449,0.421,4,-8.92,1,0.0272,0.387,0.000108,0.11,0.203,163.747,4.717833333,3,3
"Arijit Singh, Pritam","Luteron Ka Lutera Version - Kalank Title (From ""Kalank"")",47,0.613,0.237,10,-13.978,1,0.0351,0.89,1.53E-05,0.112,0.483,117.972,2.5378,4,3
Arik Einstein,◊ê◊î◊ë◊î ◊û◊û◊ë◊ò ◊®◊ê◊©◊ï◊ü,41,0.589,0.447,7,-9.538,1,0.0316,0.901,2.12E-05,0.123,0.153,103.586,200827,3,10
Arik Einstein,◊°◊ï◊° ◊¢◊•,35,0.547,0.445,4,-11.068,0,0.0292,0.83,3.10E-06,0.546,0.351,74.215,263173,3,10
Arik Einstein,◊õ◊ú ◊ê◊ó◊ì ◊®◊ï◊¶◊î,30,0.501,0.559,5,-8.039,1,0.0379,0.651,7.27E-06,0.113,0.0863,130.396,193333,4,10
Arik Einstein,◊ê◊ì◊ï◊ü ◊©◊ï◊ß◊ï,42,0.765,0.533,2,-13.167,1,0.029,0.496,6.67E-05,0.114,0.756,104.873,211000,4,10
Arik Einstein,◊î◊ô◊û◊ô◊ù ◊î◊ê◊®◊ï◊õ◊ô◊ù ◊î◊¢◊¶◊ï◊ë◊ô◊ù,31,0.462,0.388,2,-13.023,0,0.0375,0.336,5.15E-05,0.103,0.606,96.479,213000,4,10
Arik Einstein,Don Kishot,22,0.578,0.331,5,-14.938,1,0.0312,0.695,0.00456,0.0742,0.432,98.325,214152,4,10
Arik Einstein,◊ê◊†◊ô ◊ï◊ê◊™◊î - ◊ë◊ì◊©◊ê ◊ê◊¶◊ú ◊ê◊ë◊ô◊í◊ì◊ï◊®-◊®◊ô◊û◊ê◊°◊ò◊®◊ô◊†◊í,32,0.572,0.455,2,-14.201,1,0.0339,0.39,0.000121,0.0756,0.306,133.701,214571,4,10
Arik Einstein,◊í◊ô◊ò◊®◊î ◊ï◊õ◊ô◊†◊ï◊®,46,0.537,0.391,4,-10.797,1,0.0264,0.842,0.0302,0.119,0.379,73.008,216467,4,10
Arik Einstein,◊©◊ë◊ô◊®,33,0.729,0.512,2,-13.078,1,0.0284,0.00208,0.0408,0.242,0.933,124.959,219000,4,10
Arik Einstein,◊ï◊¢◊ï◊ì ◊ú◊ê ◊ê◊û◊®◊™◊ô ◊î◊õ◊ú - ◊ï◊¢◊ï◊ì ◊ú◊ê ◊ê◊û◊®◊™◊ô ◊î◊õ◊ú - ◊ê◊ï◊°◊£ ◊î◊ß◊ú◊ò◊ï◊™ ◊†◊ì◊ô◊®◊ï◊™,24,0.511,0.188,5,-14.726,1,0.0413,0.959,0.000989,0.135,0.18,72.236,226133,4,10
Arik Einstein,◊ê◊ë◊©◊ú◊ï◊ù - ◊©◊ë◊ú◊ï◊ú - ◊®◊ô◊û◊ê◊°◊ò◊®◊ô◊†◊í,29,0.45,0.34,4,-15.18,1,0.0648,0.094,0.0207,0.174,0.268,75.945,249173,4,10
Arik Einstein,◊û◊ì◊ï◊¢ ◊î◊ô◊ú◊ì ◊¶◊ó◊ß ◊ë◊ó◊ú◊ï◊ù,23,0.409,0.231,1,-15.002,1,0.0353,0.451,1.02E-05,0.084,0.125,116.036,253000,4,10
Arik Einstein,◊¶◊¢◊® ◊ú◊ö,24,0.598,0.171,2,-18.199,1,0.0302,0.937,0.0278,0.102,0.288,137.757,253000,4,10
Arik Einstein,◊ô◊© ◊ë◊ô ◊ê◊î◊ë◊î,40,0.691,0.397,5,-11.782,1,0.0294,0.548,3.93E-05,0.0917,0.328,83.878,253467,4,10
Arik Einstein,◊¢◊ï◊£ ◊í◊ï◊ñ◊ú,37,0.514,0.267,6,-14.426,1,0.0268,0.788,9.34E-06,0.113,0.388,73.149,264493,4,10
Arik Einstein,◊î◊©◊ô◊® ◊¢◊ú ◊î◊™◊ï◊õ◊ô ◊ô◊ï◊°◊ô,27,0.438,0.2,7,-17.154,1,0.0297,0.919,0.000882,0.13,0.333,81.898,271987,4,10
Arik Einstein,◊ú◊û◊î ◊ú◊ô ◊ú◊ß◊ó◊™ ◊ú◊ú◊ë - ◊©◊ë◊ú◊ï◊ú - ◊®◊ô◊û◊ê◊°◊ò◊®◊ô◊†◊í,31,0.221,0.243,9,-15.376,0,0.0304,0.618,1.33E-06,0.137,0.0685,80.393,293419,4,10
Arik Einstein,◊¢◊ô◊™◊ï◊†◊ê◊ô ◊ß◊ò◊ü,22,0.601,0.475,7,-16.199,1,0.0409,0.49,7.39E-05,0.0918,0.383,148.965,294133,4,10
Arik Einstein,◊§◊®◊ê◊í - ◊§◊ï◊ñ◊ô - ◊®◊ô◊û◊ê◊°◊ò◊®◊ô◊†◊í,26,0.366,0.609,4,-10.279,0,0.12,0.1,0.000168,0.0928,0.315,172.937,324011,4,10
Arion,I Love to Be Your Enemy,44,0.415,0.969,1,-4.916,1,0.149,0.000117,4.69E-05,0.156,0.0955,169.961,282013,4,8
Arlissa,Rules,45,0.627,0.688,1,-4.883,0,0.0682,0.171,2.29E-06,0.131,0.224,155.955,193875,4,9
Arlo Guthrie,Coming into Los Angeles - Remastered,48,0.558,0.744,4,-7.791,0,0.037,0.569,0.000148,0.24,0.54,128.949,186507,4,10
Arlo McKinley,Die Midwestern,45,0.483,0.659,9,-5.583,1,0.0291,0.0442,6.73E-06,0.333,0.554,109.024,249280,4,1
Arlo Parks,Green Eyes,58,0.618,0.75,5,-6.938,0,0.0641,0.324,0.0168,0.431,0.864,88.179,197525,4,1
Arlo Parks,Hurt,60,0.675,0.38,4,-8.622,0,0.0315,0.715,0.000201,0.174,0.7,94.92,216095,4,1
Arlo Parks,Caroline,60,0.596,0.576,10,-7.955,1,0.0388,0.376,0.0904,0.107,0.485,160.176,216933,4,1
Arlo Parks,Hope,57,0.59,0.521,1,-8.823,0,0.0335,0.404,0.000101,0.357,0.423,99.165,270067,4,1
Arlo Parks,Green Eyes,58,0.618,0.75,5,-6.938,0,0.0641,0.324,0.0168,0.431,0.864,88.179,197525,4,6
Arlo Parks,Hurt,60,0.675,0.38,4,-8.622,0,0.0315,0.715,0.000201,0.174,0.7,94.92,216095,4,6
Arlo Parks,Eugene,65,0.606,0.589,7,-7.194,0,0.0456,0.75,0.0102,0.0922,0.889,174.285,221804,4,6
Arlo Parks,Black Dog,57,0.666,0.545,1,-8.031,0,0.0354,0.686,0.015,0.117,0.378,86.385,228760,4,6
Arlo Parks,Caroline,60,0.596,0.576,10,-7.955,1,0.0388,0.376,0.0904,0.107,0.485,160.176,216933,4,9
Arlo Parks,Hope,57,0.59,0.521,1,-8.823,0,0.0335,0.404,0.000101,0.357,0.423,99.165,270067,4,9
Armaan Malik,Dil Mein Ho Tum,53,0.608,0.653,8,-7.573,0,0.0427,0.507,0.000243,0.107,0.423,86.933,5.446083333,4,3
Armik,Solo Guitarra,42,0.337,0.374,11,-7.664,0,0.0434,0.974,0.839,0.114,0.621,86.998,3.108333333,4,7
Armik,One Night with You,41,0.706,0.709,4,-6.489,0,0.0374,0.849,0.854,0.116,0.701,144.129,4.881366667,4,7
Armlock,Turf War,27,0.694,0.379,2,-14.014,1,0.0301,0.835,0.869,0.111,0.346,79.981,200020,4,6
Armon,Hot Summer,8,0.352,0.648,9,-7.426,1,0.0375,0.37,0.432,0.27,0.36,82.436,349822,4,6
Armored Saint,End of the Attention Span,42,0.36,0.99,8,-4.444,1,0.17,1.25E-05,3.12E-05,0.172,0.151,191.99,313355,4,8
Arno Berg,früh am morgen,47,0.705,0.0613,9,-17.998,1,0.0728,0.994,0.802,0.0948,0.165,61.45,3.7336,4,7
aroomfullofmirrors,RAWAR,43,0.622,0.41,8,-14.002,1,0.409,0.451,1.86E-05,0.191,0.472,77.426,183901,4,5
Arrested Development,People Everyday,61,0.843,0.508,10,-13.918,1,0.221,0.00852,2.10E-06,0.648,0.704,91.094,298773,4,5
Arrested Youth,The Kid I Used to Know,63,0.639,0.776,9,-4.61,1,0.0829,0.0731,1.97E-06,0.18,0.267,160.101,145801,4,10
Arrested Youth,98 Degrees,58,0.679,0.804,6,-3.886,1,0.0439,0.0857,5.97E-06,0.19,0.64,80.981,167127,4,10
Arrival Of Autumn,Witness,34,0.492,0.98,8,-4.507,1,0.102,0.000242,0.0519,0.589,0.372,135.003,231840,4,8
Arrival Of Autumn,Bark at the Moon,30,0.427,0.994,7,-4.243,0,0.12,1.47E-05,0.077,0.153,0.254,147.969,253079,4,8
Artek Electronica,–ù–µ —Å–º–æ—Ç—Ä–∏ –Ω–∞–∑–∞–¥,25,0.615,0.515,4,-9.216,1,0.0241,0.216,0.935,0.0951,0.278,102.014,270588,4,6
"Arthur ""Big Boy"" Crudup",My Mama Don't Allow Me,30,0.621,0.118,2,-14.222,1,0.0393,0.993,0.000878,0.12,0.474,93.082,190041,4,2
Arthur Brown,Fire,46,0.439,0.882,5,-9.036,0,0.087,0.541,0.671,0.793,0.317,138.551,174160,4,1
Arthur Moon,Status Monster,27,0.485,0.428,7,-9.483,1,0.055,0.214,0.0013,0.294,0.256,161.903,180396,3,10
Artillery,In Thrash We Trust,33,0.505,0.971,2,-5.516,1,0.0636,1.23E-06,0.539,0.0636,0.209,102.015,249347,4,8
